-3, -0.9899924966
-2.9, -0.9709581651
-2.8, -0.9422223407
-2.7, -0.9040721420
-2.6, -0.8568887534
-2.5, -0.8011436155
-2.4, -0.7373937155
-2.3, -0.6662760213
-2.2, -0.5885011173
-2.1, -0.5048461046
-2.0, -0.4161468365
-1.9, -0.3232895669
-1.8, -0.2272020947
-1.7, -0.1288444943
-1.6, -0.0291995223
-1.5, 0.0707372017
-1.4, 0.1699671429
-1.3, 0.2674988286
-1.2, 0.3623577545
-1.1, 0.4535961214
-1.0, 0.5403023059
-0.9, 0.6216099683
-0.8, 0.6967067093
-0.7, 0.7648421873
-0.6, 0.8253356149
-0.5, 0.8775825619
-0.4, 0.9210609940
-0.3, 0.9553364891
-0.2, 0.9800665778
-0.1, 0.9950041653
0.0, 1.0000000000
0.1, 0.9950041653
0.2, 0.9800665778
0.3, 0.9553364891
0.4, 0.9210609940
0.5, 0.8775825619
0.6, 0.8253356149
0.7, 0.7648421873
0.8, 0.6967067093
0.9, 0.6216099683
1.0, 0.5403023059
1.1, 0.4535961214
1.2, 0.3623577545
1.3, 0.2674988286
1.4, 0.1699671429
1.5, 0.0707372017
1.6, -0.0291995223
1.7, -0.1288444943
1.8, -0.2272020947
1.9, -0.3232895669
2.0, -0.4161468365
2.1, -0.5048461046
2.2, -0.5885011173
2.3, -0.6662760213
2.4, -0.7373937155
2.5, -0.8011436155
2.6, -0.8568887534
2.7, -0.9040721420
2.8, -0.9422223407
2.9, -0.9709581651
3.0, -0.9899924966
