-3, -0.1411200081
-2.9, -0.2392493292
-2.8, -0.3349881502
-2.7, -0.4273798802
-2.6, -0.5155013718
-2.5, -0.5984721441
-2.4, -0.6754631806
-2.3, -0.7457052122
-2.2, -0.8084964038
-2.1, -0.8632093666
-2.0, -0.9092974268
-1.9, -0.9463000877
-1.8, -0.9738476309
-1.7, -0.9916648105
-1.6, -0.9995736030
-1.5, -0.9974949866
-1.4, -0.9854497300
-1.3, -0.9635581854
-1.2, -0.9320390860
-1.1, -0.8912073601
-1.0, -0.8414709848
-0.9, -0.7833269096
-0.8, -0.7173560909
-0.7, -0.6442176872
-0.6, -0.5646424734
-0.5, -0.4794255386
-0.4, -0.3894183423
-0.3, -0.2955202067
-0.2, -0.1986693308
-0.1, -0.0998334166
0.0, 0E-10
0.1, 0.0998334166
0.2, 0.1986693308
0.3, 0.2955202067
0.4, 0.3894183423
0.5, 0.4794255386
0.6, 0.5646424734
0.7, 0.6442176872
0.8, 0.7173560909
0.9, 0.7833269096
1.0, 0.8414709848
1.1, 0.8912073601
1.2, 0.9320390860
1.3, 0.9635581854
1.4, 0.9854497300
1.5, 0.9974949866
1.6, 0.9995736030
1.7, 0.9916648105
1.8, 0.9738476309
1.9, 0.9463000877
2.0, 0.9092974268
2.1, 0.8632093666
2.2, 0.8084964038
2.3, 0.7457052122
2.4, 0.6754631806
2.5, 0.5984721441
2.6, 0.5155013718
2.7, 0.4273798802
2.8, 0.3349881502
2.9, 0.2392493292
3.0, 0.1411200081
